Name,Address,Category,Rating,Reviews,PlaceID,Lat,Lng
"Sport Clips Haircuts of Blakeney","9831 Rea Rd B, Charlotte, NC 28277, USA","hair_care",4.7,400,ChIJaTn49QMoVIgR63h8wl5CbcE,35.0349,-80.80453
"Wolf's Haircuts for Men","9716 Red Stone Dr Suite 200, Indian Land, SC 29707, USA","hair_care",4.9,783,ChIJNwCJDGdpQUERpkjhxIiHCQ0,35.000033099999996,-80.8541685
"Sabina Hair and Spa","2024 Bridgemill Dr unit 108, Indian Land, SC 29707, USA","hair_care",4.9,117,ChIJf1rVyFiDVogRgbbXgLJGiiA,34.9800415,-80.85691829999999
"The Hilt Salon","4889 Charlotte Hwy, Lancaster, SC 29720, USA","hair_care",4.9,497,ChIJe9Kv5pDVVYgRI6KZdw77gss,34.8538894,-80.80811299999999
"Harmony Salon & Spa","9812 Rea Rd A, Charlotte, NC 28277, USA","hair_care",4.4,216,ChIJKcsD0AMoVIgRGqEQ9st7lxg,35.0352242,-80.8070094
"Crunch Fitness - Ballantyne","16045 Johnston Rd A, Charlotte, NC 28277, USA","spa",4.5,1838,ChIJJT-oNdKDVogR9ks_7VipTTs,35.029796,-80.8498805
"Darst Dermatology","11301 Golf Links Dr N #203, Charlotte, NC 28277, USA","spa",3.6,95,ChIJ-_3s9csnVIgRXYGd4KYkVQ0,35.0552929,-80.7703214
"521 SPA & MASSAGE","9789 Charlotte Hwy #1400, Indian Land, SC 29707, USA","spa",4.9,379,ChIJdUATVi2DVogRjYJDaLwyfAM,35.0044834,-80.8564476
"Piedmont Plastic Surgery & Dermatology in Charlotte","5815 Blakeney Park Dr STE 100, Charlotte, NC 28277, USA","spa",4.5,670,ChIJs8EFBwMoVIgRHC6e0YImjbE,35.0332413,-80.8069399
"True REST Float Spa Fort Mill","9664 Red Stone Dr, Indian Land, SC 29707, USA","spa",4.8,96,ChIJjXdnnvmDVogRqi5uyhLakFg,35.0000727,-80.8535632
"Hand & Stone Massage and Facial Spa","7756 Charlotte Hwy, Indian Land, SC 29707, USA","spa",4.6,152,ChIJIcN_if2BVogR6vBXS1lU2JM,34.9404623,-80.83721179999999
"Serene Dental Spa","13700 Providence Rd #110, Weddington, NC 28104, USA","spa",5,659,ChIJ95BfookoVIgRbQuxbCopF_o,35.0231437,-80.76389309999999
"European Wax Center","9882 Rea Rd, Charlotte, NC 28277, USA","spa",4.8,639,ChIJcZ0VEwIoVIgR_AZxVN-aN0U,35.0350221,-80.8091962
"Novella Form & Facial","5955 Weddington Rd, Wesley Chapel, NC 28104, USA","spa",4.9,130,ChIJJbXPlXovVIgRIGMteoC9q94,35.002437,-80.6988733
"European Wax Center","1615 Providence Rd S Suite 250, Waxhaw, NC 28173, USA","spa",4.9,280,ChIJm9_Cc1-BhYARWscE0lUDa_s,34.987057899999996,-80.7717649
"OVME","7314 Waverly Walk Ave E7, Charlotte, NC 28277, USA","spa",4.8,171,ChIJ9YEChbknVIgRp9cPx2pXepU,35.0521118,-80.76759849999999
"European Wax Center","9664 Red Stone Dr, Indian Land, SC 29707, USA","spa",4.9,490,ChIJl4FPWa2DVogR-cnX4qlQG2I,35.0000727,-80.8535632
"Massage Envy","8139 Kensington Dr, Waxhaw, NC 28173, USA","spa",3.8,91,ChIJLRhCGnwpVIgRUGlTsJTtm6g,34.954579599999995,-80.7597667
"Life Time","11220 Golf Links Dr, Charlotte, NC 28277, USA","gym",3.9,641,ChIJk4Khps4nVIgR_zNRCdbBO6c,35.0547132,-80.7741351
"Morrison Family YMCA","9405 Bryant Farms Rd, Charlotte, NC 28277, USA","gym",3.5,151,ChIJk8gyoLSCVogR4Nfoj19nOnI,35.041623,-80.827736
"Indian Land YMCA","2816 Worldreach Dr, Indian Land, SC 29707, USA","gym",4.5,299,ChIJ107C0z2DVogRpVe7-RNVU6E,34.961964,-80.848333
"Country Club of the Carolinas","1108 Firethorne Club Dr, Marvin, NC 28173, USA","gym",4.6,220,ChIJzfYWh4yCVogREeT1Qb0Tte0,35.004823,-80.826933
"Southeastern Gymnastics","13601 Providence Rd, Weddington, NC 28104, USA","gym",4,35,ChIJHfSMRNcpVIgRD6u9J7fJtHI,35.0247217,-80.76191279999999
"C2X Academy","9364 Old Bailes Rd, Fort Mill, SC 29707, USA","gym",5,64,ChIJ8fxMeVqCVogR8s7Bk7VutXA,34.99069180000001,-80.87268490000001
"IMPACT ONE Allstars","429 Marvin Rd, Fort Mill, SC 29707, USA","gym",4.6,35,ChIJzev7dVCCVogRvy0ic3IHjCA,34.9924173,-80.8435557
"Dream Yoga & Wellness","9662 Red Stone Dr, Indian Land, SC 29707, USA","gym",4.9,88,ChIJryMNSASDVogRQBUgCRRr3Kg,35.0001903,-80.853134
"Burn Boot Camp","5924 Weddington Rd, Wesley Chapel, NC 28104, USA","gym",4.9,81,ChIJT-u5k_QvVIgRseuwRMovoa4,34.999922399999996,-80.6983535
"Tuck37 Gymnastics","9499 Old Bailes Rd Suite 109, Fort Mill, SC 29707, USA","gym",4.8,13,ChIJs54tVtmDVogRYK2cesOZuYs,34.994886099999995,-80.87717479999999
"Just Be Dance Academy","8919 Kathleen Ct, Indian Land, SC 29707, USA","gym",4.8,40,ChIJ-4oMaICEVogRf8bX6ZtkPKg,34.989682099999996,-80.8729886
"Anytime Fitness","5941 Weddington Rd, Wesley Chapel, NC 28104, USA","gym",4.3,110,ChIJ_Q0WKiUvVIgRkRe12ImKg54,35.003080499999996,-80.6999804
"My Gym","9852 Rea Rd Unit A2, Charlotte, NC 28277, USA","gym",4.8,57,ChIJRf2pVgEoVIgRcFHhhdVxDDI,35.0350533,-80.8075641
"D1 Training Indian Land","8811 Charlotte Hwy Suite 104, Indian Land, SC 29707, USA","gym",5,224,ChIJj5Sc72GDVogRr87EXVym2S4,34.968923700000005,-80.8542117
"Atha Yoga","9852 Rea Rd D2, Charlotte, NC 28277, USA","gym",5,209,ChIJ9TDDK7wpVIgRPphsomoH47E,35.035055199999995,-80.8073691
"ISI Elite Training - Ballantyne, NC","16721 Orchard Stone Run Suite 140, Charlotte, NC 28277, USA","gym",4.8,67,ChIJYdr53CWDVogRtoAqCkEFWVk,35.0263229,-80.83914279999999
"Burn Boot Camp","9030 Northfield Dr Unit G, Indian Land, SC 29707, USA","gym",5,133,ChIJ4Y3AQdODVogRV51y4zjykS8,34.964833299999995,-80.8559192
"Coffey Courts and Event Center","5128 Lee Massey Rd, Waxhaw, NC 28173, USA","gym",4.5,4,ChIJbxfOeJktVIgRwri9bEAzQys,34.927462,-80.6855503
"ISI Elite Training Waxhaw, NC","1621 Providence Rd S Suite 330-340, Waxhaw, NC 28173, USA","gym",4.9,36,ChIJI_6isa8pVIgRMyOPPi7rXBk,34.9871561,-80.7724413
"Anytime Fitness","5090 Ridgeline Ln, Indian Land, SC 29707, USA","fitness_center",4.6,82,ChIJG0ox9YSBVogRb2v_5DTGYuA,34.9484869,-80.84779000000002
"YogaSix Waxhaw","1601 Providence Rd S #420, Waxhaw, NC 28173, USA","fitness_center",5,90,ChIJn19X7VgpVIgRhvsFXHF4las,34.9884979,-80.77313269999999
"S3 CrossFit","412 Marvin Rd, Fort Mill, SC 29707, USA","fitness_center",5,117,ChIJE0TyeQCDVogRHfWbVspt1GU,34.9910808,-80.84288719999999
"Pure Barre","1532 Providence Rd S #230, Waxhaw, NC 28173, USA","fitness_center",5,54,ChIJXc03tgopVIgRLppv8ZwuIcY,34.9890773,-80.77464959999999
"RockBox Fitness Waverly","7415 Waverly Walk Ave F2-3, Charlotte, NC 28277, USA","fitness_center",5,128,ChIJq_nuxIcpVIgRQF-gPyJ9eM4,35.0515231,-80.7667523
"CrossFit Doors of Daring","136 Waxhaw Pkwy, Waxhaw, NC 28173, USA","fitness_center",5,81,ChIJc-dJPscrVIgRUbPKAjt90zo,34.9330329,-80.7519331
"HOTWORX - Indian Land, SC","8106 Charlotte Hwy Suite 113, Indian Land, SC 29707, USA","fitness_center",4.8,24,ChIJaXXJ0FaBVogRXPVFs8zEx1A,34.94763,-80.84439429999999
"ISI Elite Training - Indian Land","7780 Charlotte Hwy, Indian Land, SC 29707, USA","fitness_center",4.9,85,ChIJ21UXh5CBVogRcc_EEKXJSb0,34.93770620000001,-80.8347498
"Carter Quality Plumbing LLC","1408 Rock Hill Hwy, Lancaster, SC 29720, USA","plumber",4.9,1610,ChIJA73Xb1aIVogReCQfiySpfVQ,34.8500359,-80.8551832
"Gene Plumbing inc","7206 Yellowhorn Trail, Waxhaw, NC 28173, USA","plumber",4.8,19,ChIJBaWzBz4pVIgRUFDdLJ66t2U,34.978156,-80.74940409999999
"Plumbing Paramedics","9499 Old Bailes Rd Suite 214 Building 2, Fort Mill, SC 29707, USA","plumber",4.8,710,ChIJZ81iYO4rVIgRWFpHaBF7zhI,34.994948199999996,-80.8772554
"McCoy Plumbing Inc","10000 Community House Rd, Charlotte, NC 28277, USA","plumber",4.7,70,ChIJ8RdoRrSCVogRcxN96eXrC30,35.0393669,-80.828679
"Power Plumbing, LLC","3413 Collaroy Rd, Waxhaw, NC 28173, USA","plumber",5,61,ChIJVVXJv4EpVIgRi-kfP67FBJQ,34.955174899999996,-80.76734139999999
"FATman Plumbing Pro","3512 Providence Rd S ste b, Waxhaw, NC 28173, USA","plumber",4.9,146,ChIJjcozJWLzWYgR-PBEzANNaZE,34.946014399999996,-80.7550286
"The Water Heater Dude/The Air Dude","3512 Ringtail Dr, Waxhaw, NC 28173, USA","plumber",5,360,ChIJlZ-w8Yt8tCwRIMVkfQ03CeQ,34.964729,-80.7291075
"Lowery Brothers Plumbing Company","10104 Timberhitch Rd, Waxhaw, NC 28173, USA","plumber",5,60,ChIJVQiqF5LVVYgRfT2E7Ls11p4,34.834674899999996,-80.73426769999999
"Fort Mill Plumbing & Pools","427 Laurel Hills Rd, Indian Land, SC 29707, USA","plumber",0,0,ChIJ00Vb062BVogRwSxRIQs-ru4,34.948945699999996,-80.832465
"General Plumbing LLC","4406 Bent Green Ln, Monroe, NC 28112, USA","plumber",5,13,ChIJk09XVL7zW4gRzFpvZEBbGcs,34.9423172,-80.64061819999999
"Harvey's Plumbing","4908 Cane Creek Rd, Waxhaw, NC 28173, USA","plumber",5,44,ChIJxZWwgZUrVIgRj7TnUiCsXeo,34.829311,-80.667138
"TOLINY plumbing and electric","9789 Charlotte Hwy #197, Fort Mill, SC 29707, USA","plumber",4.8,34,ChIJX3WJUQCDVogR5ZOQD-SmYaM,35.0044614,-80.8565267
"Vita Plumbing Inc Charlotte","5736 Soft Shell Dr, Lancaster, SC 29720, USA","plumber",4.9,118,ChIJT9VAlEmHMi8RQZiGWkK3VDU,34.9315017,-80.7838821
"ClearDrop Solutions LLC","3070 Weddington Pointe Dr, Monroe, NC 28110, USA","plumber",5,11,ChIJWfFT95HDiy8RuTUm2GI38G0,35.005499,-80.6449821
"Simpson Electric Company","9048 Northfield Dr, Fort Mill, SC 29707, USA","electrician",3.9,41,ChIJo43mddODVogR2adGN6BDshw,34.964428999999996,-80.85674
"Eco Electric","2709 Little Tom Starnes Rd, Monroe, NC 28112, USA","electrician",0,0,ChIJK0yii7wzVIgRIp31MQFWKwY,34.8724147,-80.6188815
"Local Appliance Repair&Service Lancaster","1104 Loggerhead Dr, Lancaster, SC 29720, USA","electrician",5,92,ChIJT57o3uMrVIgR08dptGWFVgc,34.9275328,-80.7851926
"Thomas & Sons Electrical Contractor","1914 Loggerhead Dr, Lancaster, SC 29720, USA","electrician",5,102,ChIJEeLgJVZF1ksRfkSkqLo4KmU,34.9297671,-80.78649089999999
"Havana Electric Inc","4720 Kiddle Ln, Monroe, NC 28110, USA","electrician",5,49,ChIJ2yPdmWQxVIgRDjfvS1l0BB4,35.000893999999995,-80.6321742
"Lindsay Electric Service","8406 Albury Walk Ln, Charlotte, NC 28277, USA","electrician",4.9,52,ChIJVff8B6eCVogRC1PdcGvhwy8,35.0282803,-80.8121389
"Caspi Construction and Remodeling","2052 Waverly Ct, Lancaster, SC 29720, USA","electrician",4.9,48,ChIJFVGuFTg8YEQRw7cga-frfUI,34.918486699999995,-80.801593
"Peters Electric Service & Repairs","Jim Wilson Rd, Fort Mill, SC 29707, USA","electrician",5,46,ChIJDSEGZuqBVogRgDCRw-nXjMI,34.9357095,-80.82574369999999
"PowerTech, LLC","9004 Yellow Pine Ct, Waxhaw, NC 28173, USA","electrician",0,0,ChIJl5Ot_bcpVIgRDMIB5QGs67g,34.985949,-80.7877829
"Essential Electric","2350 Abundance Ln, Waxhaw, NC 28173, USA","electrician",5,5,ChIJkZh2dSUvVIgR1Xn47oeaCbA,34.97236540000001,-80.6775735
"Circuit Works","4601 Magnolia Ridge Dr, Waxhaw, NC 28173, USA","electrician",4.6,9,ChIJ2e882pgyVIgRBQrUnk7b9N0,34.9212193,-80.7535183
"Trust Electrical LLC.","3001 Floyd Moore Rd, Monroe, NC 28112, USA","electrician",0,0,ChIJ9bt2-y8kVIgRBEh83VlPNHs,34.929103,-80.6172761
"Waxhaw Electric","#1, Waxhaw, NC 28173, USA","electrician",5,6,ChIJ28INPoMsVIgRgV-nXU2xBrQ,34.9245954,-80.7433889
"Holmes Electrical Services, Inc.","6807 Loblolly Cir, Waxhaw, NC 28173, USA","electrician",0,0,ChIJifV8_RXVrIkRuRBgoNuEeJ4,34.8893941,-80.7098551
"Rogers Electric","1005 Potters Bluff Rd, Monroe, NC 28110, USA","electrician",0,0,ChIJ5ajQSLAvVIgR4Y9P0T5ryiw,34.995528199999995,-80.66422109999999
"Dugan Electric Co., Inc.","1514 Chandlers Field Dr, Waxhaw, NC 28173, USA","electrician",5,4,ChIJAQCcyI8uVIgRpFUo4C4izUU,34.9768452,-80.6910676
"Johnathan Baucom's Electric","2101 Long Hope Rd, Monroe, NC 28112, USA","electrician",5,5,ChIJeyCekS8yVIgR1bo0rnhh-Wk,34.928961699999995,-80.5985869
"EDK Electric Co","2705 Corinth Church Rd, Monroe, NC 28112, USA","electrician",5,1,ChIJydXyc5gxVIgRISYIXzgffAA,34.9593458,-80.5977999
"Weatherguard Roofing & Restoration","6325 Ardrey Kell Rd Suite 350, Charlotte, NC 28277, USA","roofing_contractor",4.7,299,ChIJU4RgG1icVogRGrYkNI-MYYc,35.0504295,-80.76746419999999
"Rike Roofing Services, Inc.","9160 Northfield Dr, Fort Mill, SC 29707, USA","roofing_contractor",4.7,19,ChIJaWzEMBegVogRgcJwODaZB4o,34.9640793,-80.86266169999999
"Advanced Roofing and Exteriors","9500 Henry Harris Rd, Indian Land, SC 29707, USA","roofing_contractor",4.5,17,ChIJK5dnUbEnVIgR2RIBfMswLE4,34.9892974,-80.8427849
"Super Roofing Company","8811 Charlotte Hwy Ste 102, Fort Mill, SC 29707, USA","roofing_contractor",5,238,ChIJyRYOUhCGOQ4RX0fwN2ae640,34.9688241,-80.85409539999999
"Waxhaw Roof and Gutter LLC","7520 Providence Rd S, Waxhaw, NC 28173, USA","roofing_contractor",5,10,ChIJTVrP_yEtVIgRSOBKA0xT8dg,34.869005,-80.707302
"Carolina Elite Roofing","New Town Rd, Waxhaw, NC 28173, USA","roofing_contractor",5,181,ChIJmykPyE7vlWMRhqoa1DNU7ts,34.9907551,-80.7645929
"Charlotte Ace Roofing","9805 Sandy Rock Pl Suite #C799, Charlotte, NC 28277, USA","roofing_contractor",5,521,ChIJ_0E8VP24DQcR4dFWAitLCOU,35.0537542,-80.7736591
"Peak To Peak Roofing Windows And Siding Llc","6211 Providence Country Club Dr, Charlotte, NC 28277, USA","roofing_contractor",3.7,12,ChIJz_XUc3UoVIgRU4AlAH19170,35.0388691,-80.78555870000001
"High Top Roofing","6412 New Town Rd, Waxhaw, NC 28173, USA","roofing_contractor",4.9,76,ChIJbxAPcsLUVYgRT8jqrqQqcx4,34.982181700000005,-80.7231089
"National Restoration, LLC","4209 Price Short Cut Rd, Monroe, NC 28110, USA","roofing_contractor",5,34,ChIJz8PoyKA7VIgRox1dBuW58Vg,35.006811299999995,-80.62284919999999
"Advanced Roofing & Exteriors","625 Zimmer Rd, Fort Mill, SC 29707, USA","roofing_contractor",5,1,ChIJEcmLdFqCVogRaOOk-_oudpk,34.9929521,-80.8422849
"New Roof","6421 Providence Farm Ln STE 6114, Charlotte, NC 28277, USA","roofing_contractor",4.9,198,ChIJuU_rXM07VIgRvDEXIWhZ3dY,35.055268399999996,-80.7669614
"Hunter Exteriors","857 Spring Oaks Dr, Weddington, NC 28104, USA","roofing_contractor",5,98,ChIJhcWUwcElVIgR4evukuKMhYc,35.0248799,-80.6967071
"Here4You Restoration","7115 New Town Rd, Waxhaw, NC 28173, USA","roofing_contractor",5,44,ChIJyZAcSDkpVIgRdP62jmsaO3o,34.985741399999995,-80.7400157
"Charlotte Premier Roofing","13663 Providence Rd Suite #266, Weddington, NC 28104, USA","roofing_contractor",5,98,ChIJjftFezisEgwR9fiGASw5BKQ,35.0233045,-80.7607585
"Rumble Bee Roofing & Gutters","2510 Paperbark Dr, Monroe, NC 28110, USA","roofing_contractor",5,210,ChIJG6Nggv8lVIgR05EyxoIzNeQ,35.0278858,-80.6445875
"Carolinas Custom Patios","8143 Charlotte Hwy, Indian Land, SC 29707, USA","roofing_contractor",5,6,ChIJxbp74cuDVogR8Eo8hboFMBU,34.9485689,-80.8465579
"EF Builders and Remodelers, LLC.","8427 Arrowpoint Ln, Indian Land, SC 29707, USA","roofing_contractor",5,4,ChIJ7-g1VKOBVogRe2JlskGqha4,34.9555314,-80.8326356
"Combs Roofing of Waxhaw, LLC","1836 Old Bennington Dr, Waxhaw, NC 28173, USA","roofing_contractor",5,11,ChIJUX-xOhQpVIgR4uiDbepFbFk,34.961298299999996,-80.7470876
"Choice Building Group","7022 Blakeney Greens Blvd, Charlotte, NC 28277, USA","roofing_contractor",5,9,ChIJdTDNpLUpVIgRchGtnWUpioc,35.0389128,-80.8025464
"Discount Tire","10146 Charlotte Hwy, Indian Land, SC 29707, USA","car_repair",4.5,740,ChIJFVpJPOOCVogR6TuELH2xfso,35.0139415,-80.8508169
"AutoZone Auto Parts","9725 Charlotte Hwy, Fort Mill, SC 29707, USA","car_repair",4.3,394,ChIJwxbyv6qDVogRJb_TFeaGySw,35.0000235,-80.85635979999999
"Firestone Complete Auto Care","10019 Rea Rd, Charlotte, NC 28277, USA","car_repair",3.4,478,ChIJ18hudAMoVIgREQ6ysjjkpgM,35.032377,-80.80468660000001
"Advance Auto Parts","10003 Charlotte Hwy, Fort Mill, SC 29707, USA","car_repair",4.5,281,ChIJCSDRnf2CVogRAkSU_bRAgH8,35.0095628,-80.8540117
"Auto Repair Mom","226 Marvin Rd # 400, Fort Mill, SC 29707, USA","car_repair",5,165,ChIJNXhWNKeDVogRgRdICiRX92A,34.9920997,-80.8502201
"AutoZone Auto Parts","4001 Providence Rd S, Waxhaw, NC 28173, USA","car_repair",4.3,259,ChIJd5XfecQrVIgRnO6nLG8Z018,34.9354886,-80.7492475
"O'Reilly Auto Parts","5108 Ridgeline Ln, Indian Land, SC 29707, USA","car_repair",4.7,155,ChIJcVNz1ReBVogRELd3WnCb9j8,34.9488242,-80.8468293
"Valvoline Instant Oil Change","2525 Cuthbertson Rd, Waxhaw, NC 28173, USA","car_repair",4.2,279,ChIJkXRcFsQpVIgRHsNsqm7OCvQ,34.95663,-80.75585
"Valvoline Instant Oil Change","4126 Dobys Bridge Rd, Indian Land, SC 29707, USA","car_repair",4.7,205,ChIJrcV_6RmBVogRqxsmc10dFlI,34.9559,-80.85365999999999
"Mavis Tires & Brakes","27299 Waxhaw Pkwy, Waxhaw, NC 28173, USA","car_repair",4.8,2240,ChIJdzr4FcArVIgRyDdpk7pyzaU,34.933164399999995,-80.7472718
"Caliber Collision","2559 Lengers Way, Indian Land, SC 29707, USA","car_repair",4.7,726,ChIJB3bBc6yDVogRQnZJRO43OqE,34.996269999999996,-80.8566116
"Mavis Tires & Brakes","2625 Worldreach Dr, Indian Land, SC 29707, USA","car_repair",4.7,972,ChIJMSTcW4eEVogRXjINtyuGDME,34.956454,-80.852762
"Meineke Car Care Center","8795 Charlotte Hwy, Indian Land, SC 29707, USA","car_repair",4.7,1315,ChIJkwxtmcqDVogR5BMt_LoDpeg,34.968254,-80.854171
"Henn Automotive Inc.","1152 N Broome St, Waxhaw, NC 28173, USA","car_repair",4.5,221,ChIJ0bTelMMrVIgRxViDte-0zmc,34.9346586,-80.7485985
"Indian Land Imports","7430 Van Wyck Rd, Lancaster, SC 29720, USA","car_repair",5,284,ChIJRd0UMVKCVogRkQw45ZxNV8o,34.857113399999996,-80.8482183
"Express Oil Change & Tire Engineers","8455 Charlotte Hwy, Indian Land, SC 29707, USA","car_repair",4.9,586,ChIJ6-xdNgyBVogRRo_fttQJnj4,34.9574387,-80.8544039
"DLS Retreading, Inc.","9057 Northfield Dr, Fort Mill, SC 29707, USA","car_repair",5,31,ChIJyUt8CdSDVogRU-emk9U6_FI,34.9630978,-80.85696449999999
"Waxhaw Equipment Rental","5406 Waxhaw-Marvin Rd, Waxhaw, NC 28173, USA","car_repair",4.5,119,ChIJS4PX0LkrVIgRYweoAEFW3q0,34.9250451,-80.75433319999999
"Mavis Tires & Brakes","161 Jim Wilson Rd, Fort Mill, SC 29707, USA","car_repair",4.8,1039,ChIJl3G0H2WBVogR_tBON0rgp3s,34.9371764,-80.833871
"NTB-National Tire & Battery","120 Waxhaw Pkwy, Waxhaw, NC 28173, USA","car_repair",4.7,939,ChIJ7f9qrsYrVIgRE0VE6xgI4h0,34.932825699999995,-80.74959489999999
"Sam's Xpress Car Wash","1025 Aspinal St, Waxhaw, NC 28173, USA","car_wash",4.5,233,ChIJF5uelQYrVIgR9zbQB_mKCsA,34.949535,-80.7557753
"Sam's Xpress Car Wash","10130 Charlotte Hwy, Indian Land, SC 29707, USA","car_wash",3.9,282,ChIJE66zAeOCVogR0HZ8S6sKK-g,35.0136792,-80.851136
"bp","2538 Cuthbertson Rd, Waxhaw, NC 28173, USA","car_wash",4,196,ChIJGXlOKio3VIgRfiRAkqHA9n8,34.957654999999995,-80.757357
"Circle K","9620 Rea Rd, Charlotte, NC 28277, USA","car_wash",2.5,18,ChIJDZ67oKEpVIgR_pCHmSvVLmE,35.038546,-80.8063798
"Circle K","601 E South Main St, Waxhaw, NC 28173, USA","car_wash",3.2,53,ChIJO1RipwYrVIgRJYD2kfbTm1Y,34.9230163,-80.7380914
"Sam's Xpress Car Wash","8182 Charlotte Hwy, Indian Land, SC 29707, USA","car_wash",4.6,243,ChIJydwWeBWBVogRtzAqoAGckRc,34.9504176,-80.8470236
"Autobell Car Wash","8723 Charlotte Hwy, Indian Land, SC 29707, USA","car_wash",4.2,493,ChIJ9c1lmcqDVogRq0GxWBiiE7o,34.9670335,-80.8541674
"Circle K","11640 Providence Rd, Charlotte, NC 28277, USA","car_wash",2.4,43,ChIJN6ZIw80nVIgR8bFxccv0l-g,35.051350899999996,-80.7704342
"Autobell Car Wash","1610 Providence Rd S, Waxhaw, NC 28173, USA","car_wash",4.1,404,ChIJfxr_Va4pVIgRv6mVcoro6WI,34.98721,-80.7744912
"Circle K","3503 Weddington Rd, Monroe, NC 28110, USA","car_wash",3.3,45,ChIJAy_PRjQwVIgRe9MXRCRvNh4,34.986837699999995,-80.61411799999999
"bp","9775 Charlotte Hwy, Fort Mill, SC 29707, USA","car_wash",2.8,12,ChIJpQc9BTiDVogRVfPDQig7AXU,35.002044,-80.856085
